19.21	568
21.79	728
22.28	544
22.81	640
22.94	636
23.41	712
23.62	760
23.64	652
23.71	736
23.75	660
23.81	540
23.85	684
24.09	656
24.09	604
24.29	588
24.54	580
24.59	600
24.69	560
24.79	632
24.82	708
24.85	4
24.89	644
24.91	800
24.95	100
25.16	772
25.18	620
25.26	680
25.29	552
25.44	556
25.49	740
25.51	704
25.67	756
25.89	576
25.93	696
26.07	584
26.11	628
26.12	796
26.14	664
26.16	672
26.20	12
26.23	20
26.23	548
26.27	768
26.43	788
26.50	744
26.55	16
26.58	608
26.71	748
26.71	688
26.72	596
26.78	792
26.93	144
26.95	804
26.95	624
27.18	60
27.23	612
27.29	700
27.39	724
27.45	720
27.49	692
27.63	80
27.67	784
27.69	752
27.75	96
27.78	8
27.79	616
27.93	668
28.20	648
28.36	572
28.47	776
28.73	140
28.98	780
29.01	564
29.96	732
30.36	764
30.59	716
30.63	592
30.65	676
32.75	808
33.58	204
38.85	52
39.88	136
47.48	204
47.93	152
56.56	394
56.72	314
57.40	462
58.06	366
58.32	326
58.45	278
59.40	318
59.44	490
59.44	486
59.92	286
60.00	8
60.16	354
60.24	290
60.52	378
60.80	506
61.32	374
61.45	192
61.73	442
61.87	502
61.93	282
61.96	382
62.05	454
62.55	526
62.91	482
62.91	362
63.06	370
63.07	302
63.28	216
63.36	342
63.40	398
63.41	330
63.46	522
63.49	358
63.57	498
63.73	466
63.82	474
63.86	402
63.87	338
64.10	386
64.16	334
64.17	310
64.25	220
64.36	538
64.45	350
64.78	12
64.83	236
65.02	518
65.59	306
65.71	510
65.73	534
65.75	530
65.80	446
65.93	232
66.10	184
66.14	294
66.16	458
66.30	270
66.70	212
66.72	514
66.91	478
66.98	172
67.55	470
67.73	196
67.73	298
67.83	256
68.05	322
68.13	204
68.17	450
68.40	228
68.78	252
70.06	346
70.13	274
70.25	494
70.78	244
71.05	176
71.38	248
71.68	208
71.80	192
72.05	240
72.10	264
72.25	200
72.50	188
72.83	224
73.45	80
73.50	216
74.38	180
74.53	148
74.60	220
74.95	236
75.35	144
75.72	390
75.80	152
75.80	160
75.83	164
76.05	232
76.38	184
82.68	268
83.80	260
83.83	248
83.93	216
84.28	200
84.28	240
84.28	264
84.55	188
84.80	236
84.95	224
85.20	220
85.68	232
85.73	12
85.88	184
86.05	16
86.05	180
86.43	212
87.18	8
87.23	196
88.08	172
88.80	228
88.83	256
89.23	204
89.75	252
90.45	192
90.80	244
92.03	216
92.23	176
92.23	208
92.93	200
93.55	268
93.63	236
93.70	224
94.35	148
94.48	144
94.50	140
94.73	260
95.90	232
102.30	204
103.13	216
104.35	224
107.00	212
108.78	12
109.93	236
113.10	196
113.29	854
113.73	224
118.51	1026
121.43	216
122.06	846
122.76	1058
124.85	44
124.95	36
125.63	918
126.63	830
126.93	108
127.03	962
127.33	1006
127.35	224
127.40	8
127.55	16
128.66	1018
128.70	858
128.81	958
129.19	886
129.59	970
130.02	1038
130.16	1002
130.95	196
131.75	818
132.19	942
133.10	878
133.23	978
133.40	1050
133.70	192
134.21	1054
134.91	966
135.01	974
135.05	1070
135.20	68
135.25	1046
135.26	934
135.43	870
135.44	1030
135.53	946
135.72	986
136.00	1014
136.11	842
136.18	998
136.53	882
136.63	208
136.71	954
137.07	822
137.09	950
137.18	60
137.37	926
137.95	228
138.00	244
138.05	204
138.10	994
138.33	72
138.60	132
138.75	236
140.16	914
140.20	1042
140.38	862
140.47	874
140.50	116
140.68	248
141.01	922
141.10	826
141.32	898
141.34	938
141.63	88
141.69	814
141.76	810
141.88	894
141.93	184
142.18	96
142.43	52
142.53	56
142.56	1066
142.87	890
143.00	112
143.15	80
143.34	930
143.43	40
143.43	220
143.45	1010
143.70	232
143.97	1074
144.13	104
144.33	64
144.38	128
144.43	100
144.45	834
144.49	906
144.68	1062
144.70	982
144.70	92
144.78	84
144.84	1034
145.18	120
145.43	12
145.44	1022
145.91	910
146.15	20
146.30	16
146.38	4
146.38	176
146.95	224
147.93	212
148.13	208
148.49	850
148.57	902
148.98	838
149.08	228
149.48	144
149.95	244
150.09	990
151.25	240
151.48	200
153.43	256
154.18	188
154.70	248
155.48	252
155.50	172
155.62	866
159.14	1078
160.68	220
161.75	264
162.93	200
165.23	256
165.60	240
166.65	176
166.95	252
167.08	172
167.10	188
167.85	180
168.53	136
168.55	140
168.60	152
168.68	148
169.70	156
169.83	168
169.95	160
20.15	761
21.64	661
21.99	797
23.39	541
23.87	785
24.02	561
24.13	617
24.30	749
24.35	729
24.43	741
24.54	613
24.73	673
24.78	621
24.89	789
25.08	757
25.19	629
25.45	625
25.45	773
25.48	605
25.69	565
25.87	745
25.89	549
25.93	557
25.95	733
26.03	653
26.08	1
26.23	717
26.28	545
26.45	77
26.63	601
26.70	669
26.70	769
26.71	657
26.75	805
26.79	801
26.95	781
27.13	637
27.19	693
27.23	593
27.27	553
27.28	705
27.36	697
27.39	589
27.43	81
27.43	597
27.53	677
27.58	89
27.59	649
27.63	689
27.64	573
27.68	9
27.68	645
27.79	577
27.84	765
27.91	609
28.00	641
28.27	793
28.47	701
28.71	777
28.95	581
28.95	737
28.99	685
29.23	721
29.35	585
29.79	569
29.79	713
29.95	157
30.18	725
30.39	681
30.78	665
30.86	809
30.92	709
31.16	753
32.05	633
33.55	161
38.53	117
39.55	93
40.38	141
55.07	307
55.25	471
55.86	475
56.67	451
56.80	467
57.08	279
57.69	291
57.86	311
58.16	379
58.28	391
58.39	383
58.53	145
58.63	483
58.90	9
59.38	347
59.39	335
59.40	201
59.51	527
59.60	205
59.99	327
60.02	343
60.29	299
60.46	303
