33.68	588
35.09	656
35.36	552
35.93	740
36.25	12
36.38	48
36.54	708
37.02	636
37.06	660
37.12	624
37.20	768
37.27	568
37.55	640
37.87	764
38.16	592
38.49	736
38.52	608
38.90	676
38.93	664
38.98	756
39.09	604
39.13	792
39.14	584
39.16	776
39.27	564
39.29	796
39.40	620
39.40	696
39.48	700
39.58	540
39.62	544
39.75	556
39.79	744
39.91	784
39.92	600
40.01	800
40.09	788
40.40	728
40.48	716
40.68	748
40.74	684
40.88	100
40.97	548
41.09	680
41.10	692
41.13	560
41.25	68
41.35	16
41.50	808
41.58	628
41.71	804
41.85	772
41.98	612
42.10	724
42.16	648
42.18	80
42.31	576
42.63	572
42.75	720
42.81	688
42.93	8
42.94	616
43.10	760
43.47	672
43.47	644
43.56	580
43.65	712
43.90	144
44.22	732
44.43	632
44.62	780
44.65	652
44.95	752
45.30	140
45.48	704
46.29	596
46.75	668
49.28	148
52.25	56
54.73	164
60.80	152
61.86	270
62.54	322
63.95	346
64.16	342
64.99	374
65.13	52
65.50	362
65.58	538
65.83	0
66.15	76
66.22	486
66.55	72
66.81	398
67.32	350
67.72	394
67.80	274
67.93	474
68.05	502
68.50	506
68.77	518
69.00	4
69.36	450
69.36	462
69.80	498
69.87	330
70.20	390
70.26	386
70.77	478
70.82	510
71.06	378
71.82	530
72.38	446
72.38	370
72.42	494
72.49	466
72.87	470
72.94	358
72.96	314
73.01	282
73.02	490
73.03	306
73.07	298
73.38	526
73.41	290
73.45	12
73.50	402
73.53	334
73.71	382
73.76	354
74.03	454
74.10	20
74.13	458
74.95	286
75.03	514
75.08	216
75.08	302
75.20	204
75.23	522
75.45	16
75.75	366
76.12	534
77.03	294
77.52	310
77.70	28
77.93	278
78.45	8
79.38	482
79.45	338
79.55	442
80.60	24
80.69	326
81.08	32
81.25	318
81.43	224
86.25	216
86.33	204
92.18	224
104.67	814
110.45	974
116.60	886
117.25	842
119.05	76
119.65	164
120.48	810
121.71	1054
125.60	244
128.68	1066
128.95	1002
129.27	994
130.67	922
132.23	962
132.50	192
133.00	1046
133.15	184
133.79	902
134.59	1074
134.77	978
135.09	986
135.41	1006
135.73	244
135.93	112
136.50	236
136.78	92
136.79	998
137.16	894
138.30	846
138.93	196
139.15	930
139.36	942
139.52	862
139.58	256
139.74	926
140.26	954
140.50	838
141.55	830
142.30	84
142.53	120
142.61	970
142.80	950
143.03	192
143.07	966
143.23	52
143.29	1022
143.50	184
144.24	822
144.38	910
144.73	1058
145.41	1034
145.45	144
145.65	946
145.71	878
145.80	212
145.98	176
146.07	914
146.20	100
146.48	36
146.63	12
146.95	20
146.98	116
147.35	68
147.48	224
147.86	1038
147.89	898
148.98	958
149.31	858
149.68	934
150.42	826
150.50	256
151.01	906
152.75	264
153.88	1042
153.98	96
154.30	890
154.53	148
154.63	184
154.68	104
154.80	192
154.88	188
154.97	1014
155.05	918
155.45	108
155.85	228
156.15	1062
156.60	176
