34.06	760
35.57	660
35.92	796
37.34	540
37.83	784
37.98	560
38.09	616
38.26	748
38.31	728
38.40	740
38.50	612
38.70	672
38.74	620
38.86	788
39.05	756
39.16	628
39.42	624
39.43	772
39.46	604
39.67	564
39.85	744
39.87	548
39.91	556
39.93	732
40.01	652
40.20	20
40.21	716
40.26	544
40.62	600
40.69	668
40.69	768
40.70	656
40.75	804
40.78	800
40.95	780
41.13	636
41.18	692
41.23	80
41.23	592
41.27	552
41.28	704
41.33	16
41.35	696
41.39	588
41.40	8
41.43	596
41.54	676
41.59	648
41.64	688
41.65	572
41.69	644
41.79	576
41.84	764
41.91	608
42.01	640
42.18	88
42.28	792
42.49	700
42.73	776
42.97	580
42.97	736
43.01	684
43.10	12
43.26	720
43.37	584
43.82	568
43.82	712
44.22	724
44.42	680
44.82	664
44.90	808
44.96	708
45.21	752
46.10	632
47.30	148
47.53	144
49.05	140
51.00	92
59.50	152
61.11	306
61.34	470
62.14	474
63.19	450
63.33	168
63.36	466
63.73	278
64.10	8
64.52	290
64.73	310
64.75	36
65.10	20
65.13	378
65.28	390
65.42	382
65.74	482
66.71	346
66.73	334
66.88	526
67.51	326
67.54	342
67.89	298
68.11	302
68.15	204
68.31	442
68.38	40
68.75	294
69.52	538
69.80	374
69.82	502
70.73	350
71.04	274
71.12	362
71.84	370
71.93	24
71.95	498
71.99	534
72.16	402
72.20	28
72.25	4
72.41	318
72.72	490
72.77	494
72.99	314
73.16	338
73.40	462
73.48	32
73.55	286
73.65	212
73.67	358
73.71	398
73.93	354
74.05	16
74.28	458
74.33	282
74.43	330
74.75	12
74.77	522
75.55	446
75.74	486
75.91	454
76.00	366
76.18	506
76.62	518
77.91	478
78.69	530
78.93	386
79.18	204
79.58	394
79.81	514
79.87	270
80.68	322
84.45	0
84.63	212
87.88	510
98.50	1030
106.55	220
112.75	886
115.20	76
116.48	220
120.76	982
121.89	882
123.10	826
124.20	72
125.94	998
125.99	918
126.03	16
126.84	914
128.31	1006
128.40	108
128.73	822
129.21	1058
130.83	866
130.84	1010
130.99	922
131.70	172
131.80	196
132.95	1046
132.99	1026
133.38	838
133.58	56
133.61	894
133.67	1050
134.00	1014
134.73	112
135.10	990
135.53	216
136.08	204
136.27	946
136.48	236
137.49	858
138.63	870
138.66	906
139.00	200
139.58	48
140.01	1042
140.33	60
140.33	974
140.51	854
141.03	96
141.05	84
141.30	878
141.53	986
142.03	196
142.34	902
142.51	862
142.70	68
142.73	172
143.10	1062
143.20	8
143.53	232
144.13	188
144.58	92
144.70	934
145.76	1078
146.24	926
146.35	236
146.40	136
146.51	994
146.52	818
147.15	248
147.21	842
147.33	942
147.90	1018
147.95	978
148.03	1022
148.52	1066
149.08	970
149.83	810
150.43	184
150.58	200
150.70	212
151.18	224
152.07	850
152.10	240
152.50	176
152.80	1038
152.90	116
153.10	950
153.26	930
153.41	910
153.45	180
154.08	252
154.49	814
154.50	232
155.10	890
155.43	100
155.46	1054
155.55	40
155.88	216
155.95	208
156.23	188
156.67	938
156.68	120
156.78	80
157.28	830
158.20	236
158.55	248
158.68	140
158.70	1070
159.15	244
159.28	256
159.52	958
159.88	898
159.95	20
160.46	834
160.48	184
160.51	874
160.55	160
160.60	148
160.70	228
160.73	16
161.63	846
161.65	224
161.70	108
161.80	128
161.97	1074
162.31	966
163.45	192
163.80	240
164.66	1002
165.53	1034
165.90	252
166.18	180
166.90	232
167.35	208
168.80	224
169.95	244
34.70	701
35.33	709
35.98	737
36.09	677
36.23	637
37.42	733
37.50	557
37.68	765
37.89	725
38.07	597
38.10	161
38.29	641
38.31	757
38.35	793
38.60	781
38.97	729
39.06	605
39.41	697
39.45	761
39.58	97
39.61	665
39.69	645
39.70	573
39.76	629
39.85	749
39.91	585
39.97	553
40.01	561
40.06	681
40.11	693
40.20	721
40.36	777
40.44	541
40.57	625
40.68	621
40.73	717
40.75	577
40.78	745
40.79	689
40.92	805
41.08	753
41.09	773
41.50	769
41.52	609
41.59	713
41.73	705
41.87	801
41.88	157
41.99	809
42.04	581
42.05	589
42.18	593
42.52	601
42.65	741
42.66	661
42.71	617
43.06	565
43.08	669
43.22	785
43.39	613
43.44	569
43.48	653
43.66	789
43.82	685
43.85	545
44.30	153
44.75	633
44.76	649
45.14	549
46.51	657
46.92	797
47.42	673
61.89	335
64.19	351
64.40	65
64.67	295
64.94	519
65.05	515
65.78	25
66.19	399
66.42	539
66.45	395
66.68	81
66.68	471
67.17	315
67.30	459
67.35	523
67.47	391
67.66	359
68.07	323
68.37	343
68.62	379
68.66	287
68.76	451
69.34	499
69.36	367
70.09	307
70.19	275
70.21	495
70.23	475
70.80	5
70.88	17
71.10	145
71.14	507
71.19	447
71.57	491
72.14	271
72.18	531
72.21	319
