33.11	568
35.72	728
36.22	544
36.75	640
36.89	636
37.37	712
37.57	760
37.59	652
37.67	736
37.70	660
37.76	540
37.81	684
38.05	656
38.05	604
38.25	588
38.51	580
38.56	600
38.66	560
38.75	632
38.79	708
38.85	644
38.88	800
39.13	772
39.15	620
39.23	100
39.24	680
39.27	552
39.42	556
39.46	740
39.48	704
39.65	756
39.87	576
39.91	696
40.05	584
40.09	628
40.10	796
40.12	664
40.15	672
40.21	548
40.25	768
40.33	12
40.42	788
40.48	744
40.55	4
40.55	20
40.57	608
40.68	16
40.70	748
40.71	688
40.71	596
40.77	792
40.90	144
40.94	804
40.95	624
41.22	612
41.28	60
41.29	700
41.39	724
41.45	720
41.49	692
41.55	80
41.67	784
41.69	752
41.73	8
41.79	616
41.94	668
42.21	648
42.37	572
42.49	776
42.70	140
43.00	780
43.03	564
43.99	732
44.39	764
44.63	716
44.67	592
44.69	676
46.82	808
47.70	148
54.65	136
63.05	394
63.26	314
64.14	462
65.00	366
65.33	326
65.51	278
65.90	8
66.74	318
66.79	490
66.79	486
67.41	286
67.72	354
67.83	290
67.85	16
68.13	96
68.19	378
68.45	20
68.55	506
68.60	56
69.23	374
69.76	442
69.94	502
70.03	282
70.07	382
70.18	454
70.45	12
70.83	526
71.29	482
71.30	362
71.49	370
71.50	302
71.88	342
71.93	398
71.94	330
72.01	522
72.04	358
72.15	498
72.35	466
72.48	474
72.52	402
72.54	338
72.84	386
72.91	334
72.93	310
73.18	538
73.29	350
73.85	192
74.04	518
74.78	306
74.85	216
74.94	510
74.96	534
74.98	530
75.05	446
75.49	294
75.52	458
75.70	270
76.24	514
76.49	478
77.10	32
77.32	470
77.55	298
77.97	322
78.12	450
78.93	24
80.30	0
80.59	346
80.63	204
80.67	274
80.82	494
81.98	4
82.25	28
84.75	192
85.70	216
87.93	390
89.15	140
91.65	204
96.63	224
104.08	854
107.18	224
109.88	144
111.08	148
112.98	1026
115.70	216
119.03	846
120.22	1058
125.11	918
126.81	830
127.00	216
127.25	108
127.50	962
128.01	1006
130.29	1018
130.34	858
130.53	958
131.17	886
131.23	20
131.58	196
131.86	970
132.59	1038
132.63	48
132.84	1002
133.48	76
135.54	818
136.30	942
136.38	148
136.40	192
137.85	878
138.07	978
138.36	1050
138.38	208
138.55	248
139.53	68
139.73	1054
140.73	228
140.93	966
141.10	974
141.17	1070
141.52	1046
141.53	934
141.81	870
141.83	1030
141.98	946
142.32	986
